pid,event,time,time2,fac_fin,fac_race,fac_wexp,fac_mar,fac_paro,fac_prio,fac_educ,fac_emp,num_age
218,0,8,11,no,black,yes,not married,yes,4,3,1,24
218,0,11,52,no,black,yes,not married,yes,4,3,0,24
219,0,0,1,no,black,yes,married,yes,1,3,0,29
219,0,1,27,no,black,yes,married,yes,1,3,1,29
219,0,27,29,no,black,yes,married,yes,1,3,0,29
219,0,29,45,no,black,yes,married,yes,1,3,1,29
219,0,45,48,no,black,yes,married,yes,1,3,0,29
219,0,48,52,no,black,yes,married,yes,1,3,1,29
220,0,0,9,no,black,yes,married,yes,2,3,0,26
220,0,9,12,no,black,yes,married,yes,2,3,1,26
220,0,12,17,no,black,yes,married,yes,2,3,0,26
220,0,17,52,no,black,yes,married,yes,2,3,1,26
221,0,0,19,no,other,yes,married,no,3,3,1,39
221,0,19,52,no,other,yes,married,no,3,3,0,39
222,0,0,1,yes,black,yes,not married,yes,1,3,0,20
222,0,1,22,yes,black,yes,not married,yes,1,3,1,20
222,0,22,52,yes,black,yes,not married,yes,1,3,0,20
223,0,0,4,no,black,yes,not married,yes,3,4,0,23
223,0,4,14,no,black,yes,not married,yes,3,4,1,23
223,0,14,31,no,black,yes,not married,yes,3,4,0,23
223,0,31,52,no,black,yes,not married,yes,3,4,1,23
224,0,0,11,yes,black,yes,not married,yes,2,4,0,21
224,0,11,13,yes,black,yes,not married,yes,2,4,1,21
224,0,13,52,yes,black,yes,not married,yes,2,4,0,21
225,0,0,1,yes,black,no,not married,yes,1,3,1,21
225,0,1,4,yes,black,no,not married,yes,1,3,0,21
225,0,4,5,yes,black,no,not married,yes,1,3,1,21
225,0,5,7,yes,black,no,not married,yes,1,3,0,21
225,0,7,10,yes,black,no,not married,yes,1,3,1,21
225,0,10,11,yes,black,no,not married,yes,1,3,0,21
225,0,11,45,yes,black,no,not married,yes,1,3,1,21
225,0,45,51,yes,black,no,not married,yes,1,3,0,21
225,0,51,52,yes,black,no,not married,yes,1,3,1,21
226,1,0,7,yes,other,no,not married,yes,2,3,0,20
227,0,0,25,yes,other,no,not married,yes,3,3,0,20
227,0,25,52,yes,other,no,not married,yes,3,3,1,20
228,0,0,2,yes,black,yes,not married,yes,2,3,0,27
228,0,2,4,yes,black,yes,not married,yes,2,3,1,27
228,0,4,19,yes,black,yes,not married,yes,2,3,0,27
228,0,19,29,yes,black,yes,not married,yes,2,3,1,27
228,0,29,41,yes,black,yes,not married,yes,2,3,0,27
228,0,41,52,yes,black,yes,not married,yes,2,3,1,27
229,0,0,1,no,other,yes,not married,no,3,3,0,18
229,0,1,33,no,other,yes,not married,no,3,3,1,18
229,0,33,34,no,other,yes,not married,no,3,3,0,18
229,1,34,43,no,other,yes,not married,no,3,3,1,18
230,0,0,19,yes,black,yes,not married,no,1,4,0,25
230,0,19,27,yes,black,yes,not married,no,1,4,1,25
230,0,27,35,yes,black,yes,not married,no,1,4,0,25
230,0,35,42,yes,black,yes,not married,no,1,4,1,25
230,1,42,46,yes,black,yes,not married,no,1,4,0,25
231,0,0,10,yes,black,no,not married,no,6,3,1,20
231,0,10,17,yes,black,no,not married,no,6,3,0,20
231,0,17,29,yes,black,no,not married,no,6,3,1,20
231,1,29,40,yes,black,no,not married,no,6,3,0,20
232,0,0,22,yes,black,yes,not married,no,5,5,0,20
232,0,22,52,yes,black,yes,not married,no,5,5,1,20
233,0,0,1,no,other,no,not married,no,7,3,0,20
233,0,1,6,no,other,no,not married,no,7,3,1,20
233,1,6,14,no,other,no,not married,no,7,3,0,20
234,0,0,6,no,other,yes,married,no,11,3,0,24
234,0,6,8,no,other,yes,married,no,11,3,1,24
234,0,8,52,no,other,yes,married,no,11,3,0,24
235,0,0,3,yes,black,no,not married,no,1,3,0,23
235,0,3,22,yes,black,no,not married,no,1,3,1,23
235,0,22,32,yes,black,no,not married,no,1,3,0,23
235,0,32,52,yes,black,no,not married,no,1,3,1,23
236,1,0,8,no,black,yes,not married,no,4,4,0,28
237,0,0,41,no,black,no,not married,no,2,4,0,21
237,0,41,42,no,black,no,not married,no,2,4,1,21
237,0,42,43,no,black,no,not married,no,2,4,0,21
237,0,43,46,no,black,no,not married,no,2,4,1,21
237,0,46,52,no,black,no,not married,no,2,4,0,21
238,0,0,32,no,black,no,not married,no,1,3,0,25
238,0,32,36,no,black,no,not married,no,1,3,1,25
238,0,36,52,no,black,no,not married,no,1,3,0,25
239,0,0,19,no,black,yes,not married,yes,1,4,0,24
239,0,19,23,no,black,yes,not married,yes,1,4,1,24
239,0,23,25,no,black,yes,not married,yes,1,4,0,24
239,0,25,52,no,black,yes,not married,yes,1,4,1,24
240,0,0,6,no,black,yes,married,no,3,5,0,29
240,0,6,7,no,black,yes,married,no,3,5,1,29
240,0,7,52,no,black,yes,married,no,3,5,0,29
241,0,0,1,no,black,yes,married,yes,2,4,0,22
241,0,1,14,no,black,yes,married,yes,2,4,1,22
241,0,14,38,no,black,yes,married,yes,2,4,0,22
241,0,38,52,no,black,yes,married,yes,2,4,1,22
242,1,0,25,no,black,no,not married,yes,18,3,0,28
243,0,0,3,no,black,no,not married,yes,1,4,0,19
243,0,3,24,no,black,no,not married,yes,1,4,1,19
243,0,24,27,no,black,no,not married,yes,1,4,0,19
243,0,27,36,no,black,no,not married,yes,1,4,1,19
243,0,36,47,no,black,no,not married,yes,1,4,0,19
243,0,47,48,no,black,no,not married,yes,1,4,1,19
243,0,48,52,no,black,no,not married,yes,1,4,0,19
244,0,0,10,no,black,yes,not married,yes,1,5,0,20
244,0,10,50,no,black,yes,not married,yes,1,5,1,20
244,0,50,52,no,black,yes,not married,yes,1,5,0,20
245,1,0,17,no,black,no,not married,yes,5,3,0,20
246,0,0,11,yes,black,yes,not married,yes,1,3,0,22
246,0,11,23,yes,black,yes,not married,yes,1,3,1,22
246,1,23,37,yes,black,yes,not married,yes,1,3,0,22
247,0,0,6,no,black,no,not married,yes,8,3,0,20
247,0,6,12,no,black,no,not married,yes,8,3,1,20
247,0,12,16,no,black,no,not married,yes,8,3,0,20
247,0,16,17,no,black,no,not married,yes,8,3,1,20
247,0,17,52,no,black,no,not married,yes,8,3,0,20
248,0,0,4,yes,black,no,not married,yes,2,4,0,21
248,0,4,10,yes,black,no,not married,yes,2,4,1,21
248,0,10,25,yes,black,no,not married,yes,2,4,0,21
248,0,25,52,yes,black,no,not married,yes,2,4,1,21
249,0,0,1,yes,black,yes,not married,yes,1,4,0,21
249,0,1,49,yes,black,yes,not married,yes,1,4,1,21
249,0,49,52,yes,black,yes,not married,yes,1,4,0,21
250,0,0,1,no,black,no,not married,yes,3,3,0,19
250,0,1,5,no,black,no,not married,yes,3,3,1,19
250,1,5,32,no,black,no,not married,yes,3,3,0,19
251,0,0,1,no,black,yes,not married,yes,1,2,0,26
251,0,1,23,no,black,yes,not married,yes,1,2,1,26
251,0,23,28,no,black,yes,not married,yes,1,2,0,26
251,0,28,41,no,black,yes,not married,yes,1,2,1,26
251,0,41,42,no,black,yes,not married,yes,1,2,0,26
251,0,42,52,no,black,yes,not married,yes,1,2,1,26
252,0,0,1,no,black,yes,married,yes,2,3,0,23
252,0,1,11,no,black,yes,married,yes,2,3,1,23
252,0,11,21,no,black,yes,married,yes,2,3,0,23
252,0,21,43,no,black,yes,married,yes,2,3,1,23
252,0,43,52,no,black,yes,married,yes,2,3,0,23
253,0,0,52,yes,other,yes,not married,yes,4,3,1,22
254,0,0,6,yes,black,yes,not married,no,8,4,0,24
254,0,6,20,yes,black,yes,not married,no,8,4,1,24
254,0,20,52,yes,black,yes,not married,no,8,4,0,24
255,0,0,52,yes,black,no,not married,no,5,2,0,40
256,0,0,14,yes,black,no,not married,no,2,3,0,32
256,0,14,52,yes,black,no,not married,no,2,3,1,32
257,0,0,2,no,black,yes,not married,no,0,4,0,38
257,0,2,38,no,black,yes,not married,no,0,4,1,38
257,0,38,45,no,black,yes,not married,no,0,4,0,38
257,0,45,48,no,black,yes,not married,no,0,4,1,38
257,0,48,52,no,black,yes,not married,no,0,4,0,38
258,0,0,2,no,black,yes,not married,yes,1,3,0,26
258,0,2,17,no,black,yes,not married,yes,1,3,1,26
258,0,17,23,no,black,yes,not married,yes,1,3,0,26
258,0,23,27,no,black,yes,not married,yes,1,3,1,26
258,0,27,47,no,black,yes,not married,yes,1,3,0,26
258,0,47,48,no,black,yes,not married,yes,1,3,1,26
258,0,48,52,no,black,yes,not married,yes,1,3,0,26
259,0,0,2,yes,black,yes,not married,yes,0,5,0,27
259,0,2,3,yes,black,yes,not married,yes,0,5,1,27
259,0,3,5,yes,black,yes,not married,yes,0,5,0,27
259,0,5,6,yes,black,yes,not married,yes,0,5,1,27
259,0,6,9,yes,black,yes,not married,yes,0,5,0,27
259,0,9,11,yes,black,yes,not married,yes,0,5,1,27
259,1,11,12,yes,black,yes,not married,yes,0,5,0,27
260,0,0,8,no,black,yes,married,yes,3,4,0,29
260,0,8,36,no,black,yes,married,yes,3,4,1,29
260,0,36,39,no,black,yes,married,yes,3,4,0,29
260,0,39,52,no,black,yes,married,yes,3,4,1,29
261,0,0,4,no,black,yes,not married,yes,4,4,0,20
261,0,4,6,no,black,yes,not married,yes,4,4,1,20
261,1,6,18,no,black,yes,not married,yes,4,4,0,20
262,0,0,5,no,black,no,not married,no,1,3,0,22
262,0,5,7,no,black,no,not married,no,1,3,1,22
262,0,7,10,no,black,no,not married,no,1,3,0,22
262,0,10,16,no,black,no,not married,no,1,3,1,22
262,0,16,22,no,black,no,not married,no,1,3,0,22
262,0,22,29,no,black,no,not married,no,1,3,1,22
262,0,29,33,no,black,no,not married,no,1,3,0,22
262,0,33,37,no,black,no,not married,no,1,3,1,22
262,0,37,46,no,black,no,not married,no,1,3,0,22
262,0,46,52,no,black,no,not married,no,1,3,1,22
263,0,0,2,no,other,no,not married,no,5,4,1,22
263,0,2,14,no,other,no,not married,no,5,4,0,22
263,0,14,15,no,other,no,not married,no,5,4,1,22
263,0,15,46,no,other,no,not married,no,5,4,0,22
263,0,46,52,no,other,no,not married,no,5,4,1,22
264,0,0,1,yes,black,yes,not married,no,12,4,0,19
264,0,1,2,yes,black,yes,not married,no,12,4,1,19
264,0,2,3,yes,black,yes,not married,no,12,4,0,19
264,0,3,4,yes,black,yes,not married,no,12,4,1,19
264,0,4,6,yes,black,yes,not married,no,12,4,0,19
264,0,6,13,yes,black,yes,not married,no,12,4,1,19
264,1,13,14,yes,black,yes,not married,no,12,4,0,19
265,0,0,2,no,black,yes,not married,no,1,3,0,22
265,0,2,52,no,black,yes,not married,no,1,3,1,22
266,0,0,5,no,black,no,not married,no,3,3,0,19
266,0,5,52,no,black,no,not married,no,3,3,1,19
267,0,0,4,yes,black,yes,not married,no,1,3,0,32
267,0,4,52,yes,black,yes,not married,no,1,3,1,32
268,0,0,5,yes,black,yes,not married,yes,2,4,0,25
268,0,5,52,yes,black,yes,not married,yes,2,4,1,25
269,0,0,33,no,black,no,not married,yes,2,2,0,21
269,1,33,38,no,black,no,not married,yes,2,2,1,21
270,0,0,1,yes,black,yes,not married,yes,1,2,0,36
270,0,1,29,yes,black,yes,not married,yes,1,2,1,36
270,0,29,41,yes,black,yes,not married,yes,1,2,0,36
270,0,41,49,yes,black,yes,not married,yes,1,2,1,36
270,0,49,52,yes,black,yes,not married,yes,1,2,0,36
271,1,0,24,no,black,yes,not married,no,2,2,0,40
272,0,0,1,yes,black,no,not married,yes,1,3,0,20
272,0,1,10,yes,black,no,not married,yes,1,3,1,20
272,0,10,16,yes,black,no,not married,yes,1,3,0,20
272,1,16,20,yes,black,no,not married,yes,1,3,1,20
273,0,0,31,yes,black,no,not married,yes,0,4,1,19
273,1,31,32,yes,black,no,not married,yes,0,4,0,19
274,0,0,52,no,black,no,not married,yes,4,4,0,18
275,0,0,52,yes,black,yes,not married,no,0,4,1,28
276,0,0,43,yes,black,yes,not married,no,2,4,0,22
276,0,43,52,yes,black,yes,not married,no,2,4,1,22
277,0,0,10,yes,black,no,not married,yes,1,5,0,25
277,0,10,13,yes,black,no,not married,yes,1,5,1,25
277,0,13,16,yes,black,no,not married,yes,1,5,0,25
277,0,16,17,yes,black,no,not married,yes,1,5,1,25
277,0,17,52,yes,black,no,not married,yes,1,5,0,25
278,0,0,2,yes,black,yes,not married,no,2,3,0,28
278,0,2,4,yes,black,yes,not married,no,2,3,1,28
278,0,4,5,yes,black,yes,not married,no,2,3,0,28
278,0,5,6,yes,black,yes,not married,no,2,3,1,28
278,0,6,8,yes,black,yes,not married,no,2,3,0,28
278,0,8,11,yes,black,yes,not married,no,2,3,1,28
278,0,11,13,yes,black,yes,not married,no,2,3,0,28
278,0,13,36,yes,black,yes,not married,no,2,3,1,28
278,0,36,52,yes,black,yes,not married,no,2,3,0,28
279,0,0,52,yes,black,yes,not married,no,2,3,0,25
280,0,0,3,yes,black,yes,not married,no,4,5,0,20
280,0,3,5,yes,black,yes,not married,no,4,5,1,20
280,0,5,8,yes,black,yes,not married,no,4,5,0,20
280,0,8,13,yes,black,yes,not married,no,4,5,1,20
280,0,13,16,yes,black,yes,not married,no,4,5,0,20
280,0,16,22,yes,black,yes,not married,no,4,5,1,20
280,0,22,24,yes,black,yes,not married,no,4,5,0,20
280,0,24,28,yes,black,yes,not married,no,4,5,1,20
280,0,28,52,yes,black,yes,not married,no,4,5,0,20
281,0,0,1,yes,black,no,not married,no,5,3,0,24
281,0,1,11,yes,black,no,not married,no,5,3,1,24
281,0,11,52,yes,black,no,not married,no,5,3,0,24
282,0,0,5,no,black,yes,not married,no,0,4,0,24
282,0,5,52,no,black,yes,not married,no,0,4,1,24
283,0,0,52,yes,other,yes,not married,yes,2,4,0,36
284,0,0,3,yes,black,yes,not married,no,1,5,0,34
284,0,3,7,yes,black,yes,not married,no,1,5,1,34
284,0,7,43,yes,black,yes,not married,no,1,5,0,34
284,0,43,52,yes,black,yes,not married,no,1,5,1,34
285,0,0,9,no,black,yes,not married,yes,5,3,0,19
285,0,9,26,no,black,yes,not married,yes,5,3,1,19
285,1,26,31,no,black,yes,not married,yes,5,3,0,19
286,0,0,1,yes,black,no,not married,yes,1,3,0,23
286,0,1,3,yes,black,no,not married,yes,1,3,1,23
286,0,3,6,yes,black,no,not married,yes,1,3,0,23
286,0,6,8,yes,black,no,not married,yes,1,3,1,23
286,1,8,20,yes,black,no,not married,yes,1,3,0,23
287,0,0,7,no,black,yes,not married,yes,3,3,0,19
287,0,7,13,no,black,yes,not married,yes,3,3,1,19
287,1,13,40,no,black,yes,not married,yes,3,3,0,19
288,0,0,1,yes,black,yes,not married,no,2,4,0,40
288,0,1,5,yes,black,yes,not married,no,2,4,1,40
288,0,5,7,yes,black,yes,not married,no,2,4,0,40
288,0,7,10,yes,black,yes,not married,no,2,4,1,40
288,0,10,21,yes,black,yes,not married,no,2,4,0,40
288,0,21,52,yes,black,yes,not married,no,2,4,1,40
289,0,0,1,yes,black,yes,not married,no,2,4,0,31
289,0,1,12,yes,black,yes,not married,no,2,4,1,31
289,0,12,19,yes,black,yes,not married,no,2,4,0,31
289,0,19,52,yes,black,yes,not married,no,2,4,1,31
290,0,0,7,no,black,yes,married,yes,0,4,1,23
290,0,7,16,no,black,yes,married,yes,0,4,0,23
290,0,16,52,no,black,yes,married,yes,0,4,1,23
291,0,0,1,no,black,no,not married,yes,2,3,0,42
291,0,1,30,no,black,no,not married,yes,2,3,1,42
291,0,30,52,no,black,no,not married,yes,2,3,0,42
292,0,0,1,yes,black,yes,married,yes,1,6,0,26
292,0,1,7,yes,black,yes,married,yes,1,6,1,26
292,0,7,9,yes,black,yes,married,yes,1,6,0,26
292,0,9,17,yes,black,yes,married,yes,1,6,1,26
292,0,17,21,yes,black,yes,married,yes,1,6,0,26
292,0,21,41,yes,black,yes,married,yes,1,6,1,26
292,1,41,42,yes,black,yes,married,yes,1,6,0,26
293,0,0,52,no,black,no,not married,yes,9,3,0,20
294,0,0,6,no,black,yes,not married,yes,1,5,0,27
294,0,6,19,no,black,yes,not married,yes,1,5,1,27
294,1,19,26,no,black,yes,not married,yes,1,5,0,27
295,0,0,41,yes,black,no,not married,no,5,3,0,24
295,0,41,52,yes,black,no,not married,no,5,3,1,24
296,0,0,4,no,black,no,not married,no,2,5,0,25
296,0,4,11,no,black,no,not married,no,2,5,1,25
296,0,11,52,no,black,no,not married,no,2,5,0,25
297,0,0,16,yes,black,yes,not married,yes,3,4,0,22
297,0,16,52,yes,black,yes,not married,yes,3,4,1,22
298,0,0,2,yes,black,no,not married,yes,2,4,0,20
298,0,2,14,yes,black,no,not married,yes,2,4,1,20
298,0,14,25,yes,black,no,not married,yes,2,4,0,20
298,0,25,41,yes,black,no,not married,yes,2,4,1,20
298,0,41,52,yes,black,no,not married,yes,2,4,0,20
299,0,0,1,yes,black,yes,not married,yes,2,4,0,20
299,0,1,16,yes,black,yes,not married,yes,2,4,1,20
299,0,16,52,yes,black,yes,not married,yes,2,4,0,20
300,0,0,1,no,black,no,not married,yes,3,3,0,22
300,0,1,6,no,black,no,not married,yes,3,3,1,22
300,0,6,40,no,black,no,not married,yes,3,3,0,22
300,0,40,44,no,black,no,not married,yes,3,3,1,22
300,1,44,47,no,black,no,not married,yes,3,3,0,22
301,0,0,4,no,black,yes,not married,yes,1,4,0,18
301,0,4,7,no,black,yes,not married,yes,1,4,1,18
301,0,7,31,no,black,yes,not married,yes,1,4,0,18
301,0,31,52,no,black,yes,not married,yes,1,4,1,18
302,0,0,13,no,black,yes,not married,yes,2,3,0,20
302,0,13,14,no,black,yes,not married,yes,2,3,1,20
302,0,14,22,no,black,yes,not married,yes,2,3,0,20
302,0,22,52,no,black,yes,not married,yes,2,3,1,20
303,1,0,40,no,black,yes,not married,yes,1,3,0,20
304,0,0,1,no,black,yes,not married,yes,2,4,0,22
304,0,1,23,no,black,yes,not married,yes,2,4,1,22
304,0,23,35,no,black,yes,not married,yes,2,4,0,22
304,0,35,49,no,black,yes,not married,yes,2,4,1,22
304,0,49,52,no,black,yes,not married,yes,2,4,0,22
305,0,0,1,yes,black,yes,married,no,2,3,0,30
305,0,1,3,yes,black,yes,married,no,2,3,1,30
305,0,3,5,yes,black,yes,married,no,2,3,0,30
305,0,5,37,yes,black,yes,married,no,2,3,1,30
305,0,37,52,yes,black,yes,married,no,2,3,0,30
306,0,0,52,no,other,yes,not married,no,1,5,1,36
307,0,0,52,no,other,yes,married,yes,5,3,1,25
308,0,0,2,no,black,no,not married,yes,3,2,0,29
308,0,2,16,no,black,no,not married,yes,3,2,1,29
308,1,16,21,no,black,no,not married,yes,3,2,0,29
309,0,0,6,no,black,yes,not married,yes,3,4,1,19
309,0,6,27,no,black,yes,not married,yes,3,4,0,19
309,0,27,31,no,black,yes,not married,yes,3,4,1,19
309,0,31,52,no,black,yes,not married,yes,3,4,0,19
310,0,0,6,yes,black,yes,not married,yes,2,3,0,24
310,0,6,52,yes,black,yes,not married,yes,2,3,1,24
311,0,0,6,yes,black,no,not married,no,0,3,0,21
311,0,6,7,yes,black,no,not married,no,0,3,1,21
311,0,7,8,yes,black,no,not married,no,0,3,0,21
311,0,8,13,yes,black,no,not married,no,0,3,1,21
311,0,13,22,yes,black,no,not married,no,0,3,0,21
311,0,22,26,yes,black,no,not married,no,0,3,1,21
311,0,26,52,yes,black,no,not married,no,0,3,0,21
312,0,0,3,yes,black,yes,not married,yes,6,3,0,35
312,0,3,8,yes,black,yes,not married,yes,6,3,1,35
312,0,8,9,yes,black,yes,not married,yes,6,3,0,35
312,0,9,52,yes,black,yes,not married,yes,6,3,1,35
313,0,0,10,yes,other,yes,not married,no,4,3,0,19
313,0,10,11,yes,other,yes,not married,no,4,3,1,19
313,0,11,52,yes,other,yes,not married,no,4,3,0,19
314,1,0,1,no,black,no,not married,no,0,3,0,20
315,0,0,14,no,other,no,not married,no,3,3,0,22
315,0,14,28,no,other,no,not married,no,3,3,1,22
315,1,28,43,no,other,no,not married,no,3,3,0,22
316,0,0,23,no,black,yes,not married,no,1,3,1,23
316,1,23,24,no,black,yes,not married,no,1,3,0,23
